state,crop,crop_category,suitability_score,priority,primary_season,agro_climatic_zone,area_under_cultivation_hectares,average_yield_kg_per_hectare,production_tons,productivity_kg_per_hectare_per_day,water_requirement_mm,temperature_min_celsius,temperature_max_celsius,soil_ph_min,soil_ph_max,rainfall_requirement_mm
Mizoram,persimmon,fruits_temperate,46.4,very_low,kharif,hill_regions,5244,1963,58223,7.1,686,11,25,6.5,8.5,799
Mizoram,orange,fruits_citrus,43.6,very_low,kharif,hill_regions,26071,6981,123034,8.4,314,23,42,5.9,7.5,879
Mizoram,lime,fruits_citrus,52.1,very_low,kharif,hill_regions,15259,2620,51913,37.6,1243,11,28,6.2,7.6,806
Mizoram,lemon,fruits_citrus,49.2,very_low,kharif,hill_regions,20614,2960,110645,10.6,1294,22,30,5.7,7.1,817
Mizoram,grapefruit,fruits_citrus,41.4,very_low,kharif,hill_regions,16087,5297,165607,22,1372,10,27,5.9,7.9,329
Mizoram,mandarin,fruits_citrus,48.5,very_low,kharif,hill_regions,14343,4732,76012,47.6,1193,16,34,6.1,7.3,379
Mizoram,sweet_lime,fruits_citrus,44.7,very_low,kharif,hill_regions,6769,1915,44998,35.6,998,20,31,6.4,7.7,762
Mizoram,kinnow,fruits_citrus,54.2,very_low,kharif,hill_regions,19672,7613,128301,18.8,609,18,37,5.9,8.3,684
Mizoram,spinach,vegetables_leafy,44.1,very_low,kharif,hill_regions,9863,6770,50069,42.4,1253,23,32,6.1,7.1,1168
Mizoram,fenugreek_leaves,vegetables_leafy,54.8,very_low,kharif,hill_regions,11848,4475,89941,18.2,886,10,44,5.9,8.4,951
Mizoram,amaranth,vegetables_leafy,44.3,very_low,kharif,hill_regions,14379,6404,28951,8,1105,14,29,6.2,8,733
Mizoram,cabbage,vegetables_leafy,97.3,high,kharif,hill_regions,225361,2333,599681,9.7,595,24,44,6.3,7.8,1002
Mizoram,cauliflower,vegetables_leafy,92.2,high,kharif,hill_regions,76246,5192,321122,14.1,555,19,27,6.2,7.6,618
Mizoram,lettuce,vegetables_leafy,52.1,very_low,kharif,hill_regions,7738,7147,59404,43.7,855,13,37,5.8,7.2,377
Mizoram,kale,vegetables_leafy,43.6,very_low,kharif,hill_regions,20764,7032,53628,34.7,499,19,42,5.5,8.5,1044
Mizoram,mustard_leaves,vegetables_leafy,51.4,very_low,kharif,hill_regions,18408,7962,146867,20.8,998,15,44,6.4,7.9,1003
Mizoram,curry_leaves,vegetables_leafy,53.6,very_low,kharif,hill_regions,8680,4372,91834,22.1,1121,16,27,5.6,7.2,329
Mizoram,coriander_leaves,vegetables_leafy,48,very_low,kharif,hill_regions,3174,5283,112173,11.6,725,21,25,5.6,8.5,960
Mizoram,potato,vegetables_root,91,high,rabi,hill_regions,207251,6896,636689,27.1,1029,11,43,5.9,7.6,1116
Mizoram,sweet_potato,vegetables_root,41.8,very_low,kharif,hill_regions,7421,3695,65985,8.1,698,13,39,5.7,7.7,1036
Mizoram,carrot,vegetables_root,53.7,very_low,kharif,hill_regions,10635,5003,134990,44.4,1355,23,41,5.6,8.1,1033
Mizoram,radish,vegetables_root,53.2,very_low,kharif,hill_regions,14649,5585,2459,30.8,815,24,43,6.3,7.1,661
Mizoram,turnip,vegetables_root,50.4,very_low,kharif,hill_regions,2578,7212,11090,7.3,954,24,41,6.5,8.1,693
Mizoram,beetroot,vegetables_root,54.2,very_low,kharif,hill_regions,6608,4137,120715,46.3,664,16,42,5.5,8.2,708
Mizoram,onion_vegetable,vegetables_root,45.6,very_low,kharif,hill_regions,8039,6296,140604,27.1,1282,20,31,6.1,8,321
Mizoram,garlic_vegetable,vegetables_root,45.9,very_low,kharif,hill_regions,19132,3339,59935,14.4,722,12,27,5.9,7.9,431
Mizoram,ginger_vegetable,vegetables_root,40.7,very_low,kharif,hill_regions,2937,2330,46177,25.5,622,22,35,5.6,7.4,1176
Mizoram,turmeric_vegetable,vegetables_root,54.7,very_low,kharif,hill_regions,2649,4469,58213,23.5,888,13,27,6.1,8.4,423
Mizoram,yam,vegetables_root,50.6,very_low,kharif,hill_regions,5646,6971,68604,31.2,775,11,36,5.9,7.1,836
Mizoram,taro,vegetables_root,40.1,very_low,kharif,hill_regions,11099,1265,73360,47.7,422,16,36,6,7.9,663
Mizoram,cassava,vegetables_root,42.2,very_low,kharif,hill_regions,8800,2670,79887,38.4,264,13,30,6.1,8.2,354
Mizoram,tomato,vegetables_fruit,43.7,very_low,kharif,hill_regions,3356,4817,67104,19.2,871,15,31,5.8,7.8,699
Mizoram,brinjal_eggplant,vegetables_fruit,42.9,very_low,kharif,hill_regions,1635,1299,35481,15.1,746,14,35,6.2,7.7,355
Mizoram,okra_ladyfinger,vegetables_fruit,40.3,very_low,kharif,hill_regions,6144,1314,37495,44.9,317,24,42,6.3,8.3,372
Mizoram,bottle_gourd,vegetables_fruit,42.3,very_low,kharif,hill_regions,1524,3293,84288,16.3,517,20,26,5.9,7.4,1062
Mizoram,bitter_gourd,vegetables_fruit,47.7,very_low,kharif,hill_regions,3158,7502,59304,36.8,1441,17,35,5.6,7.6,1067
Mizoram,ridge_gourd,vegetables_fruit,42,very_low,kharif,hill_regions,19012,3946,124074,11.8,482,14,32,6.4,7.6,771
Mizoram,snake_gourd,vegetables_fruit,42.4,very_low,kharif,hill_regions,13958,4079,187324,45.1,1057,23,36,6.3,7.6,378
Mizoram,ash_gourd,vegetables_fruit,54.9,very_low,kharif,hill_regions,3447,2141,36030,18,981,24,26,6.3,7.2,317
Mizoram,pumpkin,vegetables_fruit,49.6,very_low,kharif,hill_regions,5068,3391,37307,45.8,551,16,42,6.1,8.4,1133
Mizoram,cucumber,vegetables_fruit,46.9,very_low,zaid,hill_regions,5152,7933,48355,40.2,606,14,27,6.1,7.4,433
Mizoram,watermelon,vegetables_fruit,43.4,very_low,zaid,hill_regions,7646,3701,9210,29.1,1224,18,44,5.6,8.2,755
Mizoram,muskmelon,vegetables_fruit,47.8,very_low,zaid,hill_regions,6768,3271,103101,7,965,20,32,5.7,7.3,373
Mizoram,capsicum,vegetables_fruit,41.3,very_low,kharif,hill_regions,386,2863,32776,49.8,1489,12,29,6,7.2,753
Mizoram,chilli_vegetable,vegetables_fruit,46,very_low,kharif,hill_regions,13596,6796,130343,15,1354,18,36,6.4,8.4,954
Mizoram,drumstick,vegetables_fruit,45.2,very_low,kharif,hill_regions,12250,6800,104251,21.4,743,10,43,5.6,7.9,1084
Mizoram,green_peas,vegetables_legume,46.3,very_low,kharif,hill_regions,20952,1418,85887,36.1,749,18,36,5.7,7.6,325
Mizoram,french_bean,vegetables_legume,42.2,very_low,kharif,hill_regions,11698,2023,122430,21.8,1396,15,27,6.3,7.9,648
Mizoram,cluster_bean_vegetable,vegetables_legume,45.3,very_low,kharif,hill_regions,4521,1205,52376,45.4,1233,10,42,6,7.3,977
Mizoram,broad_bean,vegetables_legume,44.8,very_low,kharif,hill_regions,2556,4406,11393,40.4,811,16,25,6.3,7.7,695
Mizoram,berseem,fodder,51.4,very_low,kharif,hill_regions,4199,5030,41542,13.2,589,14,44,5.8,7.3,1040
Mizoram,lucerne_alfalfa,fodder,46.3,very_low,kharif,hill_regions,10446,5169,89261,6.6,1264,12,30,5.7,8.2,825
Mizoram,oats_fodder,fodder,51.3,very_low,kharif,hill_regions,2609,3110,93726,18.7,469,23,39,5.8,8.1,864
Mizoram,sorghum_fodder,fodder,40.1,very_low,kharif,hill_regions,5239,2525,35566,47.4,832,22,29,5.7,8.3,746
Mizoram,maize_fodder,fodder,53.4,very_low,kharif,hill_regions,10329,3908,14091,35.8,1235,10,44,6.2,7.5,436
Mizoram,bajra_fodder,fodder,45.9,very_low,kharif,hill_regions,7194,6473,76155,24.6,354,24,30,5.8,8,993
Mizoram,cowpea_fodder,fodder,54.8,very_low,kharif,hill_regions,26874,4047,39423,31.3,222,12,25,5.7,7.7,653
Mizoram,stylo,fodder,45.5,very_low,kharif,hill_regions,18054,7555,94984,17.3,359,20,41,5.7,8.3,773
Mizoram,para_grass,fodder,42.2,very_low,kharif,hill_regions,11996,1197,73142,40.3,922,14,43,5.7,7.4,619
Mizoram,guinea_grass,fodder,53.4,very_low,kharif,hill_regions,13811,7833,126326,12.8,1224,21,29,5.8,8.1,514
Mizoram,napier_grass,fodder,43.1,very_low,kharif,hill_regions,21224,1525,85995,32.3,1079,24,38,6.1,8.5,354
Mizoram,tulsi,medicinal,41.1,very_low,kharif,hill_regions,7744,1676,52154,35.3,1344,11,35,5.8,8,794
Mizoram,neem,medicinal,53.9,very_low,kharif,hill_regions,5111,2349,46228,43.4,1384,15,41,5.8,7,1069
Mizoram,aloe_vera,medicinal,41.8,very_low,kharif,hill_regions,3729,3655,6490,41.6,727,17,30,6,8.2,1115
Mizoram,ashwagandha,medicinal,54.6,very_low,kharif,hill_regions,18351,3064,1218,39.5,431,10,43,6.3,7.2,999
Mizoram,brahmi,medicinal,52.7,very_low,kharif,hill_regions,15409,5923,171455,36,1040,18,34,6.5,7.5,379
Mizoram,kalmegh,medicinal,51.5,very_low,kharif,hill_regions,7671,1670,70783,47.5,1139,13,44,5.8,7.7,748
Mizoram,giloy,medicinal,54.9,very_low,kharif,hill_regions,7961,3533,7234,47.1,966,21,29,6.3,8.2,687
Mizoram,stevia,medicinal,48.6,very_low,kharif,hill_regions,24970,4113,156605,40.3,231,18,44,6.4,8.2,395
Mizoram,mentha_mint,medicinal,54.9,very_low,kharif,hill_regions,5118,5719,152087,10.1,1391,23,25,6.4,8.4,333
Mizoram,lemongrass,medicinal,44.4,very_low,kharif,hill_regions,6206,6313,50138,48,1493,14,35,6.1,7.9,636
Mizoram,citronella,medicinal,42.5,very_low,kharif,hill_regions,1278,7309,24957,8.5,1010,11,26,6.1,7.9,337
Mizoram,palmarosa,medicinal,46.9,very_low,kharif,hill_regions,10316,6164,42475,24.5,1230,23,42,6,7.8,776
Mizoram,vetiver,medicinal,53,very_low,kharif,hill_regions,8533,2139,81414,18,1436,13,28,6.4,7.1,534
Mizoram,rosemary,medicinal,46.6,very_low,kharif,hill_regions,7323,4473,35014,30.8,730,22,33,5.9,7.9,410
Mizoram,lavender,medicinal,42.4,very_low,kharif,hill_regions,7242,5792,20345,42,1484,15,35,5.9,8.3,308
Mizoram,bamboo,timber,49.8,very_low,kharif,hill_regions,8955,2535,44367,41,285,18,31,5.8,7.8,1108
Mizoram,eucalyptus,timber,49.3,very_low,kharif,hill_regions,15583,5884,89299,46.7,852,18,35,5.8,7.3,366
Mizoram,teak,timber,50.8,very_low,kharif,hill_regions,6240,7439,71601,9.4,1239,13,36,6,7.4,404
Mizoram,sal,timber,43.2,very_low,kharif,hill_regions,3379,7981,38501,43.9,913,19,28,5.8,7.8,1093
Mizoram,sandalwood,timber,40.6,very_low,kharif,hill_regions,1218,4197,101389,38.5,380,12,34,6.5,7.5,684
Mizoram,rosewood,timber,46.5,very_low,kharif,hill_regions,9017,2771,65413,26.4,995,10,42,5.7,8,1018
Mizoram,pine,timber,48.1,very_low,kharif,hill_regions,16380,2949,127104,12,705,12,25,5.8,7.1,1187
Mizoram,deodar,timber,51.4,very_low,kharif,hill_regions,2331,5690,32181,42.4,856,19,36,6.1,7.3,635
Mizoram,button_mushroom,mushroom,40.8,very_low,kharif,hill_regions,10107,6325,36087,24.7,434,19,41,6.3,8.4,1174
Mizoram,oyster_mushroom,mushroom,51.6,very_low,kharif,hill_regions,3573,4132,125119,23.6,458,24,32,6.2,8.2,1058
Mizoram,shiitake,mushroom,52.3,very_low,kharif,hill_regions,17931,3826,142754,42.7,655,14,31,6.1,7.1,1001
Mizoram,milky_mushroom,mushroom,42.1,very_low,kharif,hill_regions,2603,5038,29005,21.6,1411,22,42,6.1,8.3,1000
Mizoram,rose,flowers,54.3,very_low,kharif,hill_regions,433,2225,83903,32.3,753,17,41,6.4,8.1,983
Mizoram,jasmine,flowers,44.8,very_low,kharif,hill_regions,17142,6501,105935,7.9,251,11,36,6,8.4,925
Mizoram,marigold,flowers,44.4,very_low,kharif,hill_regions,11259,4217,69208,30.4,339,10,32,5.9,8,868
Mizoram,chrysanthemum,flowers,54.5,very_low,kharif,hill_regions,13624,4500,146574,10.1,1499,17,43,6.5,7.9,393
Mizoram,tuberose,flowers,48.6,very_low,kharif,hill_regions,17371,1337,82012,46.5,1488,12,42,5.6,8.3,549
Mizoram,gladiolus,flowers,54.4,very_low,kharif,hill_regions,9686,2966,45178,35.6,1364,21,41,6.3,8.5,982
Mizoram,lily,flowers,43.2,very_low,kharif,hill_regions,8494,7970,78002,18.2,510,19,27,6.5,7.4,565
Mizoram,orchid,flowers,40.7,very_low,kharif,hill_regions,6338,3587,32696,6.8,590,21,33,5.8,7.5,798
Mizoram,carnation,flowers,44.5,very_low,kharif,hill_regions,22379,1288,30717,13.1,781,10,34,6.4,7,628
Mizoram,gerbera,flowers,51.4,very_low,kharif,hill_regions,1135,5415,1171,41.1,286,17,39,5.7,7.2,458
Mizoram,anthurium,flowers,52.8,very_low,kharif,hill_regions,4970,6012,136780,49.9,709,22,33,6.4,7.1,457
Nagaland,rice,cereals,82.7,medium,kharif,hill_regions,42905,5177,421361,5.5,233,10,36,5.8,7.2,1147
Nagaland,wheat,cereals,86.6,high,rabi,hill_regions,224786,2146,433316,30.8,860,17,36,6.4,7.1,984
Nagaland,maize,cereals,73.5,medium,kharif,hill_regions,10445,4119,683198,9.4,558,15,27,6.3,8.2,1052
Nagaland,barley,cereals,92.6,high,rabi,hill_regions,61026,5586,805331,48.7,1458,23,32,5.9,8.3,956
Nagaland,jowar_sorghum,cereals,50.6,very_low,kharif,hill_regions,13019,5055,55827,43.9,712,19,34,6.1,7.1,715
Nagaland,bajra_pearl_millet,cereals,48.3,very_low,kharif,hill_regions,16855,3177,140445,23.2,1102,11,29,6.3,7,1171
Nagaland,ragi_finger_millet,cereals,42.9,very_low,kharif,hill_regions,14595,4952,19119,21.4,403,17,36,6.2,8.3,721
Nagaland,foxtail_millet,cereals,43.5,very_low,kharif,hill_regions,14147,2021,83720,5.6,519,18,34,6,8,511
Nagaland,proso_millet,cereals,44.2,very_low,kharif,hill_regions,12861,1102,127114,32.9,302,21,35,5.7,7.8,835
Nagaland,barnyard_millet,cereals,53.8,very_low,kharif,hill_regions,7674,1826,169600,43.1,427,10,39,6.2,7.3,901
Nagaland,little_millet,cereals,44.2,very_low,kharif,hill_regions,5039,4642,97930,27.4,587,23,26,6.3,8.2,528
Nagaland,kodo_millet,cereals,43,very_low,kharif,hill_regions,15486,1322,195970,20.7,644,19,38,5.9,7.2,797
Nagaland,oats,cereals,49.4,very_low,kharif,hill_regions,13319,5519,12098,45.3,625,19,43,6.3,8,933
Nagaland,gram_chickpea,pulses,53.8,very_low,rabi,hill_regions,16106,5610,31140,26.2,591,16,38,5.6,7,657
Nagaland,tur_arhar,pulses,44.8,very_low,kharif,hill_regions,17155,5949,48348,13.1,1004,19,34,5.7,7,539
Nagaland,moong_green_gram,pulses,46.9,very_low,kharif,hill_regions,22029,3890,164109,49.7,1131,20,43,5.8,7,1188
Nagaland,urad_black_gram,pulses,47.4,very_low,kharif,hill_regions,20940,3782,111462,29.3,486,11,35,5.6,7.5,467
Nagaland,masur_lentil,pulses,50.6,very_low,kharif,hill_regions,15973,3871,218785,6,595,14,32,5.7,7.4,531
Nagaland,rajma_kidney_bean,pulses,77.6,medium,kharif,hill_regions,69029,4600,158434,41.5,813,12,28,6.3,8.1,755
Nagaland,cowpea_lobhia,pulses,44.6,very_low,kharif,hill_regions,12296,7154,85513,17.5,255,12,38,5.7,7.7,929
Nagaland,field_pea,pulses,44.6,very_low,kharif,hill_regions,13684,4072,167860,36.1,668,22,39,6.3,8,641
Nagaland,black_eyed_pea,pulses,45.2,very_low,kharif,hill_regions,3222,6739,68533,33.4,848,17,39,6.1,7.4,366
Nagaland,horse_gram,pulses,52.6,very_low,kharif,hill_regions,4787,3166,62761,47.2,466,12,28,6.2,8.3,654
Nagaland,moth_bean,pulses,42,very_low,kharif,hill_regions,4730,1449,153976,44.2,1468,17,30,6.3,7.3,518
Nagaland,cluster_bean_guar,pulses,43.8,very_low,kharif,hill_regions,21266,1935,21827,42.9,1242,20,28,6,7.9,1138
Nagaland,groundnut_peanut,oilseeds,42.5,very_low,kharif,hill_regions,3374,4106,32678,42.6,531,16,33,6.4,8.1,351
Nagaland,mustard,oilseeds,71,medium,rabi,hill_regions,51399,2929,752181,10.8,1466,10,27,5.8,7.8,494
Nagaland,rapeseed,oilseeds,66,low,rabi,hill_regions,2305,7144,361543,32.8,1248,11,30,5.8,8.4,761
Nagaland,sesame_til,oilseeds,40.1,very_low,kharif,hill_regions,311,2664,64131,19.6,242,11,36,6.2,7.6,958
Nagaland,sunflower,oilseeds,57.4,low,kharif,hill_regions,30364,3374,125048,47.6,751,10,43,5.5,8,590
Nagaland,safflower,oilseeds,47.1,very_low,kharif,hill_regions,8679,6420,155968,8.9,1240,11,26,6.5,7.7,437
Nagaland,niger,oilseeds,48.5,very_low,kharif,hill_regions,7169,5372,106173,5.1,478,11,26,6.4,8.4,974
Nagaland,linseed_flax,oilseeds,49.6,very_low,kharif,hill_regions,1828,1836,68577,42.5,813,17,29,6.1,8.3,596
Nagaland,castor,oilseeds,49.3,very_low,kharif,hill_regions,13224,4324,45297,23.9,318,22,44,6,7.3,898
Nagaland,coconut,oilseeds,46.8,very_low,perennial,hill_regions,722,7227,95931,42.3,771,21,36,5.9,8.3,1198
Nagaland,palm_oil,oilseeds,53.5,very_low,kharif,hill_regions,19143,5551,174338,27.2,436,21,43,5.8,8.2,546
Nagaland,olive,oilseeds,54.1,very_low,kharif,hill_regions,13576,6459,154032,45.2,1371,10,27,6.3,8.4,576
Nagaland,walnut,oilseeds,40.1,very_low,kharif,hill_regions,6401,6327,6420,14.6,1362,12,40,5.9,8,366
Nagaland,almond,oilseeds,44.3,very_low,kharif,hill_regions,15881,4944,6868,41.1,270,24,29,6,7.1,805
Nagaland,cotton,fiber,47.5,very_low,kharif,hill_regions,823,7152,116931,33.5,943,20,27,6.4,7.4,890
Nagaland,jute,fiber,49.1,very_low,kharif,hill_regions,20008,3071,136259,31.9,298,16,41,5.8,7.7,739
Nagaland,mesta,fiber,49.3,very_low,kharif,hill_regions,5032,4532,94110,18.3,1395,10,27,6.2,7.4,950
Nagaland,flax,fiber,52.5,very_low,kharif,hill_regions,3018,2017,24279,17,1329,21,25,6.4,7.1,889
Nagaland,hemp,fiber,42.3,very_low,kharif,hill_regions,8571,4270,53939,24.1,287,21,41,5.5,7.6,801
Nagaland,sisal,fiber,49.1,very_low,kharif,hill_regions,15008,7767,67509,30,1108,18,32,6.1,8,826
Nagaland,coir,fiber,43.1,very_low,kharif,hill_regions,17816,7080,120894,36.4,399,16,27,6.3,7.4,990
Nagaland,sugarcane,sugar,52.2,very_low,perennial,hill_regions,21062,4953,133387,19.4,430,11,28,6.4,7.2,951
Nagaland,sugar_beet,sugar,42.8,very_low,kharif,hill_regions,11003,3884,95659,41.7,483,22,38,5.7,7.1,997
Nagaland,turmeric,spices,58.3,low,kharif,hill_regions,10310,5314,412503,34.6,610,23,40,6,7.9,809
Nagaland,coriander,spices,54.2,very_low,kharif,hill_regions,6790,2839,219284,15.6,1439,19,26,5.8,7.7,1049
Nagaland,cumin,spices,44.9,very_low,kharif,hill_regions,14931,1553,71600,27.7,274,11,32,5.6,7.7,847
Nagaland,fennel,spices,50.4,very_low,kharif,hill_regions,8075,1908,41595,23.9,1401,13,33,6.2,8.1,1169
Nagaland,fenugreek,spices,42.9,very_low,kharif,hill_regions,3399,2047,45373,45.4,1094,12,27,6.4,7.7,1131
Nagaland,ajwain,spices,51,very_low,kharif,hill_regions,26059,3899,181239,26.2,502,13,32,5.6,7.3,750
Nagaland,black_pepper,spices,54.3,very_low,kharif,hill_regions,8932,2698,33952,34.6,1302,15,36,6.2,7.1,615
Nagaland,cardamom_small,spices,50.9,very_low,kharif,hill_regions,1488,2664,128954,17.2,1258,10,28,5.8,8.4,1016
Nagaland,cardamom_large,spices,53.3,very_low,kharif,hill_regions,15505,6974,60297,49.8,1306,24,42,6.3,8.4,677
Nagaland,cinnamon,spices,51.8,very_low,kharif,hill_regions,10486,6497,81769,43.2,737,18,25,5.6,8,806
Nagaland,clove,spices,43,very_low,kharif,hill_regions,5213,6014,72586,8.1,1187,13,38,5.6,8.5,372
Nagaland,nutmeg,spices,51.1,very_low,kharif,hill_regions,1980,1187,60557,41.1,253,20,38,5.8,7.1,1123
Nagaland,ginger,spices,59.5,low,kharif,hill_regions,24354,2516,135528,7.3,1490,16,44,5.9,7.5,1123
Nagaland,garlic,spices,44.9,very_low,kharif,hill_regions,1627,7688,12868,39.7,900,10,25,6.4,8.1,917
Nagaland,onion,spices,46.6,very_low,rabi,hill_regions,10090,5258,85878,21.5,1483,11,26,6.4,8,593
Nagaland,chilli,spices,51.4,very_low,kharif,hill_regions,589,5557,37205,10.2,492,17,25,6.4,7.8,563
Nagaland,tamarind,spices,50.3,very_low,kharif,hill_regions,16114,2417,23246,43.7,505,10,37,5.7,8.5,1082
Nagaland,vanilla,spices,49.1,very_low,kharif,hill_regions,12693,6519,138076,6.3,1433,22,44,6.2,7.6,486
Nagaland,saffron,spices,42.7,very_low,kharif,hill_regions,2946,4854,70594,19.1,913,15,38,6.5,8,353
Nagaland,mint,spices,47.2,very_low,kharif,hill_regions,13893,7657,11373,18.1,486,21,35,5.6,7.4,770
Nagaland,basil,spices,54.9,very_low,kharif,hill_regions,2856,4479,43013,30.5,806,20,43,5.7,8.2,1154
Nagaland,oregano,spices,45.6,very_low,kharif,hill_regions,10109,5907,20981,25,951,12,39,6.2,8.3,810
Nagaland,thyme,spices,48.6,very_low,kharif,hill_regions,6291,6310,118730,42.8,1199,19,28,6.4,7.6,1167
Nagaland,tea,plantation,76,medium,perennial,hill_regions,79930,6565,567682,9,1343,18,34,6.4,8,419
Nagaland,coffee_arabica,plantation,47.8,very_low,perennial,hill_regions,20449,2959,144485,41,366,10,36,6.3,7.8,1032
Nagaland,coffee_robusta,plantation,49.3,very_low,perennial,hill_regions,873,1620,133850,39.3,904,18,37,5.6,8,730
Nagaland,rubber,plantation,49,very_low,perennial,hill_regions,16273,3229,63671,22.6,1191,16,28,6.5,7.7,398
Nagaland,cocoa,plantation,50.1,very_low,kharif,hill_regions,12521,5525,34440,21.6,410,15,36,5.9,7.9,751
Nagaland,cashew,plantation,44.8,very_low,kharif,hill_regions,3347,2404,72864,41.9,1136,19,31,6.2,7.9,342
Nagaland,areca_nut,plantation,53.6,very_low,kharif,hill_regions,5888,4591,77686,46.1,1421,18,38,5.6,7.7,1108
Nagaland,betelvine,plantation,46.8,very_low,kharif,hill_regions,2376,4006,21734,22.7,632,14,26,6.4,8,861
Nagaland,black_pepper_plantation,plantation,49.1,very_low,kharif,hill_regions,14793,7510,984,8.6,1077,13,43,6.2,7.6,673
Nagaland,mango,fruits_tropical,50.4,very_low,kharif,hill_regions,11339,1033,100397,12.5,1164,10,33,6.1,7.1,698
Nagaland,banana,fruits_tropical,44.5,very_low,perennial,hill_regions,10172,6496,19901,8.7,722,23,42,6.1,8.3,1024
Nagaland,papaya,fruits_tropical,44.2,very_low,kharif,hill_regions,4129,2589,66816,31.3,977,12,40,5.9,7.7,1197
Nagaland,pineapple,fruits_tropical,44.2,very_low,kharif,hill_regions,12154,7162,18293,38.1,1393,16,30,6.2,7.4,645
Nagaland,jackfruit,fruits_tropical,53.5,very_low,kharif,hill_regions,2268,3307,109509,26.7,1058,21,34,6.5,8.4,353
Nagaland,guava,fruits_tropical,44,very_low,kharif,hill_regions,3081,3184,54506,7.3,365,11,25,6,7.5,1141
Nagaland,coconut_fruit,fruits_tropical,41.5,very_low,kharif,hill_regions,2728,5334,56738,42.2,279,24,25,5.7,7.7,980
Nagaland,passion_fruit,fruits_tropical,54.3,very_low,kharif,hill_regions,14101,6090,84890,36.1,249,16,40,6,8.3,1050
Nagaland,dragon_fruit,fruits_tropical,53,very_low,kharif,hill_regions,3171,1207,99067,15.6,677,14,25,5.8,7.1,654
Nagaland,rambutan,fruits_tropical,54.5,very_low,kharif,hill_regions,17011,4172,155590,45.9,1450,11,42,5.7,7.6,610
Nagaland,sapota,fruits_tropical,50.1,very_low,kharif,hill_regions,2591,6479,77354,5.1,738,17,26,5.7,8.5,1084
Nagaland,custard_apple,fruits_tropical,42,very_low,kharif,hill_regions,8328,4806,81446,7.2,610,11,34,6.4,8.5,1149
Nagaland,wood_apple,fruits_tropical,54.8,very_low,kharif,hill_regions,7544,2910,71374,41.6,750,17,30,5.8,8.5,1099
Nagaland,apple,fruits_temperate,87.5,high,kharif,hill_regions,22492,7922,1388779,29.8,1100,21,29,6.4,7.8,383
Nagaland,pear,fruits_temperate,46,very_low,kharif,hill_regions,7916,5894,155499,39.7,1035,17,30,6,7.4,1140
Nagaland,peach,fruits_temperate,53.6,very_low,kharif,hill_regions,10813,5920,102334,25.8,1138,17,26,5.5,7.2,566
Nagaland,plum,fruits_temperate,43.9,very_low,kharif,hill_regions,17657,7799,61171,47.2,996,17,38,6.2,7.3,976
Nagaland,apricot,fruits_temperate,50.9,very_low,kharif,hill_regions,27339,5792,170772,47.6,1457,22,40,5.6,8.2,527
Nagaland,cherry,fruits_temperate,48.5,very_low,kharif,hill_regions,6376,3171,123942,39.6,880,19,44,5.9,7.8,780
Nagaland,strawberry,fruits_temperate,54,very_low,kharif,hill_regions,16799,3132,14990,13.6,754,19,35,5.9,7.8,1054
Nagaland,kiwi,fruits_temperate,52.6,very_low,kharif,hill_regions,23370,5131,1745,18.1,626,18,43,6.3,7.3,767
Nagaland,grape,fruits_temperate,49.9,very_low,kharif,hill_regions,1219,4247,235175,49,629,10,36,6.4,7.5,1140
Nagaland,pomegranate,fruits_temperate,45,very_low,kharif,hill_regions,16094,3417,62707,26.1,1285,11,37,6.2,7.8,1142
Nagaland,fig,fruits_temperate,49,very_low,kharif,hill_regions,13700,6054,24777,45.2,255,19,37,5.7,7.1,424
Nagaland,persimmon,fruits_temperate,44.1,very_low,kharif,hill_regions,23694,1446,64164,45,507,24,30,6.2,7.6,422
Nagaland,orange,fruits_citrus,43.8,very_low,kharif,hill_regions,8077,5228,38830,25.2,865,16,28,6,8,1168
Nagaland,lime,fruits_citrus,51.8,very_low,kharif,hill_regions,3703,1551,14470,16.3,459,13,29,5.8,7.2,550
Nagaland,lemon,fruits_citrus,50.3,very_low,kharif,hill_regions,2652,1473,58982,42.9,276,18,38,6.1,8.3,1079
Nagaland,grapefruit,fruits_citrus,40.9,very_low,kharif,hill_regions,11607,7667,110879,12.9,562,21,34,6,7.9,392
Nagaland,mandarin,fruits_citrus,52.8,very_low,kharif,hill_regions,12910,5387,144018,13.5,346,10,43,5.8,7.1,719
Nagaland,sweet_lime,fruits_citrus,41.1,very_low,kharif,hill_regions,5782,4561,54373,34.5,1068,16,37,5.8,7.7,653
Nagaland,kinnow,fruits_citrus,44.9,very_low,kharif,hill_regions,1295,4541,63560,20.1,1468,18,42,6.1,7.3,1177
Nagaland,spinach,vegetables_leafy,53.3,very_low,kharif,hill_regions,4868,2558,125296,8.1,1029,19,28,6.2,8.1,615
Nagaland,fenugreek_leaves,vegetables_leafy,47.3,very_low,kharif,hill_regions,14071,5327,88176,11.7,1497,17,31,6.2,7.9,509
Nagaland,amaranth,vegetables_leafy,53.2,very_low,kharif,hill_regions,6960,4345,29143,42.2,1053,21,33,6.4,7.5,777
Nagaland,cabbage,vegetables_leafy,97.1,high,kharif,hill_regions,19127,7959,1262686,39.7,829,17,30,5.9,7.6,332
Nagaland,cauliflower,vegetables_leafy,90.9,high,kharif,hill_regions,148525,4615,1530443,21.5,732,18,29,5.9,8,670
