crop,problem_type,problem_name,scientific_name,symptoms,treatment,prevention,severity_level,affected_plant_part,favorable_conditions,economic_loss_percent,treatment_cost_per_hectare,occurrence_season,geographical_distribution,resistance_available,organic_treatment,diagnostic_method,spread_mechanism,quarantine_importance,ipm_strategy
kiwi,pest,kiwi_aphid,Pest_kiwi_aphid_2,"Typical aphid damage in kiwi: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for kiwi",low,sap,monsoon,36,4401,year_round,widespread,yes,pheromone_traps,visual_identification,wind_dispersal,low,Integrated pest management for kiwi
kiwi,pest,kiwi_whitefly,Pest_kiwi_whitefly_3,"Typical whitefly damage in kiwi: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for kiwi",low,fruit,humid_conditions,70,3491,summer,widespread,no,neem_oil,visual_identification,wind_dispersal,medium,Integrated pest management for kiwi
kiwi,pest,kiwi_thrips,Pest_kiwi_thrips_4,"Typical thrips damage in kiwi: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for kiwi",medium,root,warm_weather,62,4792,summer,widespread,limited,bt_spray,visual_identification,human_activity,low,Integrated pest management for kiwi
grape,disease,grape_anthracnose,Pathogen_grape_1,"Typical anthracnose symptoms in grape: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for grape",low,fruit,poor_drainage,55,3485,kharif,widespread,no,trichoderma,visual_symptoms,wind,low,Integrated disease management for grape
grape,disease,grape_powdery_mildew,Pathogen_grape_2,"Typical powdery_mildew symptoms in grape: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for grape",medium,flower,poor_drainage,34,730,year_round,widespread,limited,neem_oil,visual_symptoms,wind,low,Integrated disease management for grape
grape,disease,grape_black_spot,Pathogen_grape_3,"Typical black_spot symptoms in grape: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for grape",low,leaf,high_temperature,33,3965,year_round,widespread,yes,neem_oil,visual_symptoms,wind,low,Integrated disease management for grape
grape,pest,grape_fruit_fly,Pest_grape_fruit_fly_1,"Typical fruit_fly damage in grape: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for grape",high,stem,humid_conditions,68,4008,summer,widespread,no,bt_spray,visual_identification,wind_dispersal,low,Integrated pest management for grape
grape,pest,grape_scale_insect,Pest_grape_scale_insect_2,"Typical scale_insect damage in grape: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for grape",high,sap,warm_weather,41,2051,rabi,widespread,no,neem_oil,visual_identification,crawling,medium,Integrated pest management for grape
grape,pest,grape_aphid,Pest_grape_aphid_3,"Typical aphid damage in grape: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for grape",high,leaf,humid_conditions,56,5509,rabi,widespread,yes,pheromone_traps,visual_identification,wind_dispersal,medium,Integrated pest management for grape
grape,pest,grape_thrips,Pest_grape_thrips_4,"Typical thrips damage in grape: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for grape",low,leaf,monsoon,52,3702,summer,widespread,no,sticky_traps,visual_identification,crawling,low,Integrated pest management for grape
pomegranate,disease,pomegranate_early_blight,Pathogen_pomegranate_1,"Typical early_blight symptoms in pomegranate: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for pomegranate",high,root,high_humidity,35,3578,summer,widespread,no,baking_soda,visual_symptoms,insects,low,Integrated disease management for pomegranate
pomegranate,disease,pomegranate_late_blight,Pathogen_pomegranate_2,"Typical late_blight symptoms in pomegranate: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for pomegranate",low,leaf,wet_conditions,33,2025,summer,widespread,no,neem_oil,visual_symptoms,water,medium,Integrated disease management for pomegranate
pomegranate,disease,pomegranate_powdery_mildew,Pathogen_pomegranate_3,"Typical powdery_mildew symptoms in pomegranate: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for pomegranate",severe,root,wet_conditions,26,2212,summer,widespread,no,copper_fungicide,visual_symptoms,contact,medium,Integrated disease management for pomegranate
pomegranate,pest,pomegranate_fruit_borer,Pest_pomegranate_fruit_borer_1,"Typical fruit_borer damage in pomegranate: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for pomegranate",severe,stem,monsoon,63,3911,rabi,widespread,limited,pheromone_traps,visual_identification,human_activity,low,Integrated pest management for pomegranate
pomegranate,pest,pomegranate_aphid,Pest_pomegranate_aphid_2,"Typical aphid damage in pomegranate: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for pomegranate",high,root,warm_weather,64,3184,year_round,widespread,yes,pheromone_traps,visual_identification,human_activity,low,Integrated pest management for pomegranate
pomegranate,pest,pomegranate_whitefly,Pest_pomegranate_whitefly_3,"Typical whitefly damage in pomegranate: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for pomegranate",high,fruit,humid_conditions,15,4562,rabi,widespread,limited,pheromone_traps,visual_identification,wind_dispersal,medium,Integrated pest management for pomegranate
pomegranate,pest,pomegranate_thrips,Pest_pomegranate_thrips_4,"Typical thrips damage in pomegranate: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for pomegranate",severe,leaf,dry_weather,30,1245,rabi,widespread,no,sticky_traps,visual_identification,human_activity,medium,Integrated pest management for pomegranate
fig,disease,fig_early_blight,Pathogen_fig_1,"Typical early_blight symptoms in fig: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for fig",medium,flower,wet_conditions,30,1045,rabi,widespread,limited,neem_oil,visual_symptoms,water,low,Integrated disease management for fig
fig,disease,fig_late_blight,Pathogen_fig_2,"Typical late_blight symptoms in fig: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for fig",medium,root,wet_conditions,27,1327,kharif,widespread,yes,copper_fungicide,visual_symptoms,contact,medium,Integrated disease management for fig
fig,disease,fig_powdery_mildew,Pathogen_fig_3,"Typical powdery_mildew symptoms in fig: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for fig",low,fruit,high_temperature,57,1519,year_round,widespread,no,trichoderma,visual_symptoms,water,medium,Integrated disease management for fig
fig,pest,fig_fruit_borer,Pest_fig_fruit_borer_1,"Typical fruit_borer damage in fig: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for fig",medium,stem,humid_conditions,24,1944,summer,widespread,limited,sticky_traps,visual_identification,crawling,low,Integrated pest management for fig
fig,pest,fig_aphid,Pest_fig_aphid_2,"Typical aphid damage in fig: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for fig",severe,sap,warm_weather,32,1769,summer,widespread,limited,pheromone_traps,visual_identification,human_activity,medium,Integrated pest management for fig
fig,pest,fig_whitefly,Pest_fig_whitefly_3,"Typical whitefly damage in fig: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for fig",medium,sap,warm_weather,46,3914,rabi,widespread,yes,pheromone_traps,visual_identification,crawling,low,Integrated pest management for fig
fig,pest,fig_thrips,Pest_fig_thrips_4,"Typical thrips damage in fig: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for fig",high,fruit,warm_weather,34,1489,rabi,widespread,no,neem_oil,visual_identification,wind_dispersal,medium,Integrated pest management for fig
persimmon,disease,persimmon_early_blight,Pathogen_persimmon_1,"Typical early_blight symptoms in persimmon: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for persimmon",medium,leaf,high_temperature,21,4554,kharif,widespread,limited,baking_soda,visual_symptoms,contact,low,Integrated disease management for persimmon
persimmon,disease,persimmon_late_blight,Pathogen_persimmon_2,"Typical late_blight symptoms in persimmon: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for persimmon",low,fruit,high_temperature,31,4388,kharif,widespread,no,neem_oil,visual_symptoms,insects,low,Integrated disease management for persimmon
persimmon,disease,persimmon_powdery_mildew,Pathogen_persimmon_3,"Typical powdery_mildew symptoms in persimmon: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for persimmon",low,root,high_humidity,55,3658,summer,widespread,no,trichoderma,visual_symptoms,insects,low,Integrated disease management for persimmon
persimmon,pest,persimmon_fruit_borer,Pest_persimmon_fruit_borer_1,"Typical fruit_borer damage in persimmon: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for persimmon",severe,root,humid_conditions,27,1475,rabi,widespread,no,sticky_traps,visual_identification,human_activity,low,Integrated pest management for persimmon
persimmon,pest,persimmon_aphid,Pest_persimmon_aphid_2,"Typical aphid damage in persimmon: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for persimmon",severe,root,humid_conditions,70,3564,kharif,widespread,no,bt_spray,visual_identification,wind_dispersal,low,Integrated pest management for persimmon
persimmon,pest,persimmon_whitefly,Pest_persimmon_whitefly_3,"Typical whitefly damage in persimmon: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for persimmon",high,root,monsoon,74,4221,kharif,widespread,yes,bt_spray,visual_identification,flight,medium,Integrated pest management for persimmon
persimmon,pest,persimmon_thrips,Pest_persimmon_thrips_4,"Typical thrips damage in persimmon: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for persimmon",medium,leaf,warm_weather,73,5047,rabi,widespread,yes,bt_spray,visual_identification,human_activity,medium,Integrated pest management for persimmon
quince,disease,quince_early_blight,Pathogen_quince_1,"Typical early_blight symptoms in quince: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for quince",high,stem,wet_conditions,51,4619,summer,widespread,no,copper_fungicide,visual_symptoms,wind,medium,Integrated disease management for quince
quince,disease,quince_late_blight,Pathogen_quince_2,"Typical late_blight symptoms in quince: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for quince",medium,leaf,high_temperature,30,1404,year_round,widespread,yes,baking_soda,visual_symptoms,wind,low,Integrated disease management for quince
quince,disease,quince_powdery_mildew,Pathogen_quince_3,"Typical powdery_mildew symptoms in quince: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for quince",medium,flower,poor_drainage,16,844,rabi,widespread,no,baking_soda,visual_symptoms,water,low,Integrated disease management for quince
quince,pest,quince_fruit_borer,Pest_quince_fruit_borer_1,"Typical fruit_borer damage in quince: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for quince",high,fruit,monsoon,65,3700,year_round,widespread,no,bt_spray,visual_identification,human_activity,low,Integrated pest management for quince
quince,pest,quince_aphid,Pest_quince_aphid_2,"Typical aphid damage in quince: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for quince",medium,root,dry_weather,26,5578,rabi,widespread,yes,sticky_traps,visual_identification,wind_dispersal,low,Integrated pest management for quince
quince,pest,quince_whitefly,Pest_quince_whitefly_3,"Typical whitefly damage in quince: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for quince",low,sap,dry_weather,24,5930,summer,widespread,limited,sticky_traps,visual_identification,wind_dispersal,low,Integrated pest management for quince
quince,pest,quince_thrips,Pest_quince_thrips_4,"Typical thrips damage in quince: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for quince",medium,sap,monsoon,72,3820,kharif,widespread,yes,neem_oil,visual_identification,flight,low,Integrated pest management for quince
medlar,disease,medlar_early_blight,Pathogen_medlar_1,"Typical early_blight symptoms in medlar: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for medlar",low,fruit,wet_conditions,50,2687,summer,widespread,yes,trichoderma,visual_symptoms,water,medium,Integrated disease management for medlar
medlar,disease,medlar_late_blight,Pathogen_medlar_2,"Typical late_blight symptoms in medlar: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for medlar",severe,stem,wet_conditions,48,3722,summer,widespread,no,baking_soda,visual_symptoms,wind,low,Integrated disease management for medlar
medlar,disease,medlar_powdery_mildew,Pathogen_medlar_3,"Typical powdery_mildew symptoms in medlar: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for medlar",severe,fruit,high_temperature,55,4514,year_round,widespread,no,neem_oil,visual_symptoms,contact,low,Integrated disease management for medlar
medlar,pest,medlar_fruit_borer,Pest_medlar_fruit_borer_1,"Typical fruit_borer damage in medlar: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for medlar",high,sap,warm_weather,27,2042,year_round,widespread,yes,neem_oil,visual_identification,crawling,medium,Integrated pest management for medlar
medlar,pest,medlar_aphid,Pest_medlar_aphid_2,"Typical aphid damage in medlar: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for medlar",medium,sap,dry_weather,48,4286,rabi,widespread,limited,neem_oil,visual_identification,crawling,low,Integrated pest management for medlar
medlar,pest,medlar_whitefly,Pest_medlar_whitefly_3,"Typical whitefly damage in medlar: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for medlar",low,stem,monsoon,23,4858,summer,widespread,limited,bt_spray,visual_identification,flight,medium,Integrated pest management for medlar
medlar,pest,medlar_thrips,Pest_medlar_thrips_4,"Typical thrips damage in medlar: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for medlar",high,stem,dry_weather,43,2598,rabi,widespread,yes,neem_oil,visual_identification,human_activity,low,Integrated pest management for medlar
mulberry,disease,mulberry_early_blight,Pathogen_mulberry_1,"Typical early_blight symptoms in mulberry: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for mulberry",severe,root,poor_drainage,44,3813,kharif,widespread,no,trichoderma,visual_symptoms,insects,medium,Integrated disease management for mulberry
mulberry,disease,mulberry_late_blight,Pathogen_mulberry_2,"Typical late_blight symptoms in mulberry: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for mulberry",high,flower,wet_conditions,44,1158,kharif,widespread,limited,copper_fungicide,visual_symptoms,insects,medium,Integrated disease management for mulberry
mulberry,disease,mulberry_powdery_mildew,Pathogen_mulberry_3,"Typical powdery_mildew symptoms in mulberry: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for mulberry",medium,flower,wet_conditions,57,2820,kharif,widespread,yes,copper_fungicide,visual_symptoms,contact,low,Integrated disease management for mulberry
mulberry,pest,mulberry_fruit_borer,Pest_mulberry_fruit_borer_1,"Typical fruit_borer damage in mulberry: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for mulberry",medium,sap,warm_weather,52,5342,summer,widespread,no,pheromone_traps,visual_identification,flight,low,Integrated pest management for mulberry
mulberry,pest,mulberry_aphid,Pest_mulberry_aphid_2,"Typical aphid damage in mulberry: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for mulberry",medium,fruit,warm_weather,31,3292,rabi,widespread,yes,bt_spray,visual_identification,crawling,low,Integrated pest management for mulberry
mulberry,pest,mulberry_whitefly,Pest_mulberry_whitefly_3,"Typical whitefly damage in mulberry: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for mulberry",low,leaf,monsoon,25,3110,rabi,widespread,limited,bt_spray,visual_identification,human_activity,low,Integrated pest management for mulberry
mulberry,pest,mulberry_thrips,Pest_mulberry_thrips_4,"Typical thrips damage in mulberry: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for mulberry",medium,sap,humid_conditions,39,2540,kharif,widespread,yes,sticky_traps,visual_identification,human_activity,low,Integrated pest management for mulberry
blackberry,disease,blackberry_early_blight,Pathogen_blackberry_1,"Typical early_blight symptoms in blackberry: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for blackberry",severe,leaf,high_humidity,52,2061,rabi,widespread,yes,trichoderma,visual_symptoms,wind,low,Integrated disease management for blackberry
blackberry,disease,blackberry_late_blight,Pathogen_blackberry_2,"Typical late_blight symptoms in blackberry: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for blackberry",low,stem,poor_drainage,59,4227,year_round,widespread,no,copper_fungicide,visual_symptoms,wind,medium,Integrated disease management for blackberry
blackberry,disease,blackberry_powdery_mildew,Pathogen_blackberry_3,"Typical powdery_mildew symptoms in blackberry: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for blackberry",low,leaf,poor_drainage,35,4411,rabi,widespread,yes,baking_soda,visual_symptoms,insects,medium,Integrated disease management for blackberry
blackberry,pest,blackberry_fruit_borer,Pest_blackberry_fruit_borer_1,"Typical fruit_borer damage in blackberry: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for blackberry",low,sap,monsoon,26,2824,year_round,widespread,no,neem_oil,visual_identification,flight,medium,Integrated pest management for blackberry
blackberry,pest,blackberry_aphid,Pest_blackberry_aphid_2,"Typical aphid damage in blackberry: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for blackberry",medium,stem,humid_conditions,53,5581,year_round,widespread,limited,bt_spray,visual_identification,human_activity,medium,Integrated pest management for blackberry
blackberry,pest,blackberry_whitefly,Pest_blackberry_whitefly_3,"Typical whitefly damage in blackberry: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for blackberry",severe,leaf,monsoon,32,2405,kharif,widespread,no,neem_oil,visual_identification,wind_dispersal,low,Integrated pest management for blackberry
blackberry,pest,blackberry_thrips,Pest_blackberry_thrips_4,"Typical thrips damage in blackberry: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for blackberry",low,sap,monsoon,31,4256,year_round,widespread,limited,sticky_traps,visual_identification,flight,low,Integrated pest management for blackberry
raspberry,disease,raspberry_early_blight,Pathogen_raspberry_1,"Typical early_blight symptoms in raspberry: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for raspberry",low,root,high_temperature,56,3336,rabi,widespread,yes,copper_fungicide,visual_symptoms,water,medium,Integrated disease management for raspberry
raspberry,disease,raspberry_late_blight,Pathogen_raspberry_2,"Typical late_blight symptoms in raspberry: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for raspberry",medium,stem,wet_conditions,13,3678,year_round,widespread,no,copper_fungicide,visual_symptoms,insects,medium,Integrated disease management for raspberry
raspberry,disease,raspberry_powdery_mildew,Pathogen_raspberry_3,"Typical powdery_mildew symptoms in raspberry: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for raspberry",medium,fruit,wet_conditions,15,1907,rabi,widespread,yes,trichoderma,visual_symptoms,water,low,Integrated disease management for raspberry
raspberry,pest,raspberry_fruit_borer,Pest_raspberry_fruit_borer_1,"Typical fruit_borer damage in raspberry: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for raspberry",severe,fruit,warm_weather,18,3615,kharif,widespread,yes,bt_spray,visual_identification,human_activity,medium,Integrated pest management for raspberry
raspberry,pest,raspberry_aphid,Pest_raspberry_aphid_2,"Typical aphid damage in raspberry: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for raspberry",high,root,dry_weather,16,2941,year_round,widespread,yes,neem_oil,visual_identification,flight,medium,Integrated pest management for raspberry
raspberry,pest,raspberry_whitefly,Pest_raspberry_whitefly_3,"Typical whitefly damage in raspberry: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for raspberry",medium,root,monsoon,53,3580,rabi,widespread,no,sticky_traps,visual_identification,crawling,medium,Integrated pest management for raspberry
raspberry,pest,raspberry_thrips,Pest_raspberry_thrips_4,"Typical thrips damage in raspberry: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for raspberry",low,stem,warm_weather,47,1202,year_round,widespread,yes,pheromone_traps,visual_identification,wind_dispersal,medium,Integrated pest management for raspberry
gooseberry,disease,gooseberry_early_blight,Pathogen_gooseberry_1,"Typical early_blight symptoms in gooseberry: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for gooseberry",low,fruit,high_temperature,48,888,kharif,widespread,no,trichoderma,visual_symptoms,water,medium,Integrated disease management for gooseberry
gooseberry,disease,gooseberry_late_blight,Pathogen_gooseberry_2,"Typical late_blight symptoms in gooseberry: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for gooseberry",severe,fruit,high_humidity,30,4536,year_round,widespread,limited,baking_soda,visual_symptoms,water,medium,Integrated disease management for gooseberry
gooseberry,disease,gooseberry_powdery_mildew,Pathogen_gooseberry_3,"Typical powdery_mildew symptoms in gooseberry: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for gooseberry",medium,root,poor_drainage,12,1963,year_round,widespread,limited,trichoderma,visual_symptoms,contact,low,Integrated disease management for gooseberry
gooseberry,pest,gooseberry_fruit_borer,Pest_gooseberry_fruit_borer_1,"Typical fruit_borer damage in gooseberry: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for gooseberry",low,sap,humid_conditions,63,3454,rabi,widespread,yes,bt_spray,visual_identification,flight,medium,Integrated pest management for gooseberry
gooseberry,pest,gooseberry_aphid,Pest_gooseberry_aphid_2,"Typical aphid damage in gooseberry: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for gooseberry",high,root,humid_conditions,15,1506,kharif,widespread,no,sticky_traps,visual_identification,wind_dispersal,medium,Integrated pest management for gooseberry
gooseberry,pest,gooseberry_whitefly,Pest_gooseberry_whitefly_3,"Typical whitefly damage in gooseberry: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for gooseberry",medium,root,humid_conditions,19,5481,year_round,widespread,yes,neem_oil,visual_identification,wind_dispersal,medium,Integrated pest management for gooseberry
gooseberry,pest,gooseberry_thrips,Pest_gooseberry_thrips_4,"Typical thrips damage in gooseberry: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for gooseberry",severe,sap,humid_conditions,24,2714,rabi,widespread,limited,pheromone_traps,visual_identification,crawling,low,Integrated pest management for gooseberry
currant,disease,currant_early_blight,Pathogen_currant_1,"Typical early_blight symptoms in currant: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for currant",medium,flower,poor_drainage,48,2558,rabi,widespread,yes,baking_soda,visual_symptoms,wind,medium,Integrated disease management for currant
currant,disease,currant_late_blight,Pathogen_currant_2,"Typical late_blight symptoms in currant: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for currant",severe,root,wet_conditions,24,3011,summer,widespread,no,baking_soda,visual_symptoms,wind,medium,Integrated disease management for currant
currant,disease,currant_powdery_mildew,Pathogen_currant_3,"Typical powdery_mildew symptoms in currant: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for currant",medium,root,high_humidity,41,953,summer,widespread,no,neem_oil,visual_symptoms,insects,medium,Integrated disease management for currant
currant,pest,currant_fruit_borer,Pest_currant_fruit_borer_1,"Typical fruit_borer damage in currant: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for currant",severe,stem,warm_weather,71,2851,rabi,widespread,limited,sticky_traps,visual_identification,flight,medium,Integrated pest management for currant
currant,pest,currant_aphid,Pest_currant_aphid_2,"Typical aphid damage in currant: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for currant",low,fruit,warm_weather,17,4989,kharif,widespread,yes,sticky_traps,visual_identification,crawling,low,Integrated pest management for currant
currant,pest,currant_whitefly,Pest_currant_whitefly_3,"Typical whitefly damage in currant: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for currant",severe,leaf,monsoon,29,5663,rabi,widespread,no,neem_oil,visual_identification,wind_dispersal,medium,Integrated pest management for currant
currant,pest,currant_thrips,Pest_currant_thrips_4,"Typical thrips damage in currant: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for currant",severe,leaf,warm_weather,23,5399,year_round,widespread,yes,bt_spray,visual_identification,flight,low,Integrated pest management for currant
